ocel_id;ocel_time
determine_continuanceSilo70;2024-05-02 06:46:40
determine_continuanceSilo80;2024-05-04 05:10:00
determine_continuanceSilo80;2024-05-04 06:40:00
determine_continuanceSilo80;2024-05-04 06:40:00
determine_continuanceSilo40;2024-05-05 21:10:00
determine_continuanceSilo40;2024-05-05 21:10:00
determine_continuanceSilo47;2024-05-07 01:46:40
determine_continuanceSilo47;2024-05-07 03:16:40
determine_continuanceSilo47;2024-05-07 03:16:40
determine_continuanceSilo9;2024-05-09 12:27:15
determine_continuanceSilo9;2024-05-09 13:07:15
determine_continuanceSilo9;2024-05-09 13:07:15
determine_continuanceSilo55;2024-05-10 12:30:00
determine_continuanceSilo55;2024-05-10 12:30:00
determine_continuanceSilo55;2024-05-10 12:36:40
determine_continuanceSilo55;2024-05-10 12:36:40
determine_continuanceSilo55;2024-05-10 12:36:40
determine_continuanceSilo70;2024-05-11 07:40:00
determine_continuanceSilo70;2024-05-11 07:40:00
determine_continuanceSilo70;2024-05-11 09:10:00
determine_continuanceSilo70;2024-05-11 09:10:00
determine_continuanceSilo31;2024-05-13 11:23:20
determine_continuanceSilo31;2024-05-13 12:53:20
determine_continuanceSilo31;2024-05-13 12:53:20
determine_continuanceSilo90;2024-05-15 15:53:20
determine_continuanceSilo90;2024-05-15 17:23:20
determine_continuanceSilo9;2024-05-16 11:30:00
determine_continuanceSilo98;2024-05-16 11:36:40
determine_continuanceSilo9;2024-05-16 11:36:40
determine_continuanceSilo9;2024-05-16 11:36:40
determine_continuanceSilo98;2024-05-16 11:36:40
determine_continuanceSilo98;2024-05-16 11:36:40
determine_continuanceSilo98;2024-05-16 11:43:20
determine_continuanceSilo94;2024-05-19 23:00:00
determine_continuanceSilo94;2024-05-19 23:06:40
determine_continuanceSilo94;2024-05-19 23:06:40
determine_continuanceSilo45;2024-05-20 21:36:40
determine_continuanceSilo45;2024-05-20 21:36:40
determine_continuanceSilo45;2024-05-20 23:06:40
determine_continuanceSilo45;2024-05-21 07:50:00
determine_continuanceSilo81;2024-05-23 09:40:00
determine_continuanceSilo81;2024-05-23 09:40:00
determine_continuanceSilo87;2024-05-24 01:26:40
determine_continuanceSilo87;2024-05-24 01:33:20
determine_continuanceSilo52;2024-05-24 14:46:40
determine_continuanceSilo52;2024-05-24 14:46:40
determine_continuanceSilo52;2024-05-24 14:53:20
determine_continuanceSilo22;2024-05-25 14:23:20
determine_continuanceSilo22;2024-05-25 14:23:20
determine_continuanceSilo22;2024-05-25 14:23:20
determine_continuanceSilo22;2024-05-25 15:40:00
determine_continuanceSilo1;2024-05-26 05:10:00
determine_continuanceSilo1;2024-05-26 05:10:00
determine_continuanceSilo77;2024-05-28 04:36:40
determine_continuanceSilo77;2024-05-28 04:36:40
determine_continuanceSilo77;2024-05-28 06:06:40
determine_continuanceSilo42;2024-05-29 14:46:40
determine_continuanceSilo42;2024-05-29 16:16:40
determine_continuanceSilo32;2024-05-31 13:26:40
determine_continuanceSilo19;2024-05-31 14:53:20
determine_continuanceSilo32;2024-05-31 15:23:20
determine_continuanceSilo19;2024-05-31 16:16:40
determine_continuanceSilo66;2024-06-02 08:46:40
determine_continuanceSilo66;2024-06-02 10:16:40
determine_continuanceSilo93;2024-06-04 11:00:00
