ocel_id;ocel_time
weigh_loaded_trucktr102;2024-05-05 03:08:01
weigh_loaded_trucktr190;2024-05-05 03:28:18
weigh_loaded_trucktr191;2024-05-05 08:19:12
weigh_loaded_trucktr40;2024-05-06 10:18:08
weigh_loaded_trucktr285;2024-05-07 22:18:56
weigh_loaded_trucktr196;2024-05-08 00:47:43
weigh_loaded_trucktr51;2024-05-08 01:58:10
weigh_loaded_trucktr110;2024-05-08 03:11:26
weigh_loaded_trucktr55;2024-05-08 03:38:54
weigh_loaded_trucktr97;2024-05-08 07:18:09
weigh_loaded_trucktr154;2024-05-08 08:40:53
weigh_loaded_trucktr162;2024-05-09 14:37:01
weigh_loaded_trucktr41;2024-05-09 15:05:44
weigh_loaded_trucktr133;2024-05-09 16:45:19
weigh_loaded_trucktr111;2024-05-13 15:40:23
weigh_loaded_trucktr250;2024-05-13 16:21:54
weigh_loaded_trucktr31;2024-05-13 17:32:51
weigh_loaded_trucktr214;2024-05-14 07:32:37
weigh_loaded_trucktr144;2024-05-14 11:07:43
weigh_loaded_trucktr121;2024-05-14 12:19:42
weigh_loaded_trucktr85;2024-05-14 12:30:15
weigh_loaded_trucktr27;2024-05-14 14:14:18
weigh_loaded_trucktr81;2024-05-16 23:18:44
weigh_loaded_trucktr300;2024-05-17 00:14:34
weigh_loaded_trucktr272;2024-05-17 03:44:03
weigh_loaded_trucktr19;2024-05-17 05:20:56
weigh_loaded_trucktr198;2024-05-17 14:51:25
weigh_loaded_trucktr213;2024-05-19 07:05:58
weigh_loaded_trucktr240;2024-05-19 09:50:14
weigh_loaded_trucktr151;2024-05-19 10:08:29
weigh_loaded_trucktr118;2024-05-19 18:59:22
weigh_loaded_trucktr241;2024-05-19 19:21:55
weigh_loaded_trucktr59;2024-05-19 22:37:31
weigh_loaded_trucktr10;2024-05-20 03:32:11
weigh_loaded_trucktr184;2024-05-20 03:57:23
weigh_loaded_trucktr277;2024-05-20 04:33:57
weigh_loaded_trucktr82;2024-05-20 05:31:04
weigh_loaded_trucktr254;2024-05-23 03:06:04
weigh_loaded_trucktr289;2024-05-23 12:05:47
weigh_loaded_trucktr291;2024-05-23 17:27:34
weigh_loaded_trucktr192;2024-05-26 06:00:39
weigh_loaded_trucktr41;2024-05-26 08:35:19
weigh_loaded_trucktr53;2024-05-26 21:01:17
weigh_loaded_trucktr211;2024-05-27 01:04:52
weigh_loaded_trucktr145;2024-05-27 05:10:34
weigh_loaded_trucktr150;2024-05-27 14:06:53
weigh_loaded_trucktr111;2024-05-27 15:00:02
weigh_loaded_trucktr216;2024-05-27 15:56:08
weigh_loaded_trucktr180;2024-05-28 10:05:01
weigh_loaded_trucktr24;2024-05-28 10:43:37
weigh_loaded_trucktr50;2024-05-28 15:28:50
weigh_loaded_trucktr154;2024-05-28 21:03:39
weigh_loaded_trucktr264;2024-05-29 20:29:06
weigh_loaded_trucktr8;2024-05-30 03:03:17
weigh_loaded_trucktr6;2024-05-30 08:17:35
weigh_loaded_trucktr250;2024-05-30 13:52:14
weigh_loaded_trucktr242;2024-05-30 16:59:08
weigh_loaded_trucktr59;2024-05-30 19:40:05
weigh_loaded_trucktr265;2024-05-30 20:29:23
weigh_loaded_trucktr248;2024-05-30 21:30:56
weigh_loaded_trucktr260;2024-05-31 03:17:50
weigh_loaded_trucktr299;2024-05-31 04:20:28
weigh_loaded_trucktr185;2024-06-02 16:37:37
weigh_loaded_trucktr244;2024-06-02 17:14:16
weigh_loaded_trucktr204;2024-06-04 06:45:27
weigh_loaded_trucktr16;2024-06-04 08:20:21
weigh_loaded_trucktr220;2024-06-04 12:30:33
weigh_loaded_trucktr246;2024-06-04 12:50:52
weigh_loaded_trucktr139;2024-06-04 18:32:02
weigh_loaded_trucktr276;2024-06-07 17:26:25
weigh_loaded_trucktr266;2024-06-07 19:14:24
weigh_loaded_trucktr257;2024-06-08 09:28:15
weigh_loaded_trucktr107;2024-06-08 10:13:43
weigh_loaded_trucktr57;2024-06-08 11:54:24
weigh_loaded_trucktr61;2024-06-08 17:42:41
weigh_loaded_trucktr122;2024-06-08 18:53:50
weigh_loaded_trucktr227;2024-06-09 03:29:31
weigh_loaded_trucktr245;2024-06-09 07:26:32
weigh_loaded_trucktr186;2024-06-11 06:02:50
weigh_loaded_trucktr10;2024-06-11 13:52:20
weigh_loaded_trucktr49;2024-06-11 18:22:55
weigh_loaded_trucktr189;2024-06-11 22:33:34
weigh_loaded_trucktr255;2024-06-12 02:19:09
weigh_loaded_trucktr80;2024-06-12 05:23:00
weigh_loaded_trucktr39;2024-06-12 09:48:02
weigh_loaded_trucktr190;2024-06-12 13:53:48
weigh_loaded_trucktr109;2024-06-12 15:21:59
weigh_loaded_trucktr3;2024-06-12 19:52:22
weigh_loaded_trucktr46;2024-06-13 02:40:23
weigh_loaded_trucktr126;2024-06-13 07:26:45
weigh_loaded_trucktr285;2024-06-14 11:06:54
weigh_loaded_trucktr44;2024-06-14 13:44:41
weigh_loaded_trucktr157;2024-06-15 03:32:32
weigh_loaded_trucktr98;2024-06-15 13:27:39
weigh_loaded_trucktr87;2024-06-16 00:24:05
weigh_loaded_trucktr90;2024-06-18 16:03:41
weigh_loaded_trucktr183;2024-06-19 15:50:47
weigh_loaded_trucktr97;2024-06-19 18:51:50
weigh_loaded_trucktr124;2024-06-19 19:52:07
weigh_loaded_trucktr140;2024-06-20 00:52:39
weigh_loaded_trucktr164;2024-06-20 03:58:15
weigh_loaded_trucktr173;2024-06-20 05:06:36
weigh_loaded_trucktr202;2024-06-20 10:13:36
weigh_loaded_trucktr106;2024-06-21 04:37:58
weigh_loaded_trucktr272;2024-06-21 09:12:52
weigh_loaded_trucktr102;2024-06-21 16:46:59
weigh_loaded_trucktr174;2024-06-21 17:56:18
weigh_loaded_trucktr150;2024-06-22 05:46:53
weigh_loaded_trucktr62;2024-06-23 09:13:39
weigh_loaded_trucktr78;2024-06-23 11:12:35
weigh_loaded_trucktr111;2024-06-23 12:44:45
weigh_loaded_trucktr267;2024-06-23 20:31:35
weigh_loaded_trucktr145;2024-06-24 01:23:00
weigh_loaded_trucktr251;2024-06-24 03:49:02
weigh_loaded_trucktr147;2024-06-24 06:04:52
weigh_loaded_trucktr266;2024-06-24 11:52:15
weigh_loaded_trucktr1;2024-06-24 12:17:04
weigh_loaded_trucktr85;2024-06-27 04:03:36
weigh_loaded_trucktr224;2024-06-27 05:18:40
weigh_loaded_trucktr17;2024-06-27 06:34:00
weigh_loaded_trucktr262;2024-06-28 01:30:14
weigh_loaded_trucktr240;2024-06-28 07:52:53
weigh_loaded_trucktr143;2024-06-28 12:21:08
weigh_loaded_trucktr254;2024-06-28 17:24:37
weigh_loaded_trucktr296;2024-06-28 23:36:12
weigh_loaded_trucktr133;2024-06-30 06:29:51
weigh_loaded_trucktr102;2024-06-30 22:31:10
weigh_loaded_trucktr34;2024-07-01 05:00:18
weigh_loaded_trucktr74;2024-07-02 03:19:06
weigh_loaded_trucktr259;2024-07-02 11:04:47
weigh_loaded_trucktr37;2024-07-02 23:25:19
weigh_loaded_trucktr175;2024-07-03 00:05:53
weigh_loaded_trucktr191;2024-07-03 16:06:27
weigh_loaded_trucktr15;2024-07-04 05:30:23
weigh_loaded_trucktr50;2024-07-04 08:02:44
weigh_loaded_trucktr75;2024-07-04 08:55:06
weigh_loaded_trucktr88;2024-07-04 17:51:24
weigh_loaded_trucktr157;2024-07-05 06:18:55
weigh_loaded_trucktr72;2024-07-05 09:42:17
weigh_loaded_trucktr233;2024-07-05 12:39:48
weigh_loaded_trucktr14;2024-07-05 13:02:25
weigh_loaded_trucktr60;2024-07-05 13:04:44
weigh_loaded_trucktr57;2024-07-05 15:18:36
weigh_loaded_trucktr128;2024-07-05 15:18:45
weigh_loaded_trucktr188;2024-07-07 02:08:33
weigh_loaded_trucktr245;2024-07-07 04:21:10
weigh_loaded_trucktr253;2024-07-12 20:18:07
weigh_loaded_trucktr190;2024-07-12 20:51:35
weigh_loaded_trucktr16;2024-07-13 20:34:30
weigh_loaded_trucktr181;2024-07-13 23:33:38
weigh_loaded_trucktr122;2024-07-14 20:52:27
weigh_loaded_trucktr100;2024-07-15 03:38:10
weigh_loaded_trucktr269;2024-07-15 13:49:43
weigh_loaded_trucktr92;2024-07-16 01:07:45
weigh_loaded_trucktr245;2024-07-16 22:02:54
weigh_loaded_trucktr26;2024-07-16 22:37:26
weigh_loaded_trucktr293;2024-07-17 01:25:20
weigh_loaded_trucktr148;2024-07-17 02:43:13
weigh_loaded_trucktr160;2024-07-17 02:47:21
weigh_loaded_trucktr225;2024-07-17 02:58:24
weigh_loaded_trucktr204;2024-07-17 10:03:44
weigh_loaded_trucktr78;2024-07-17 10:26:07
weigh_loaded_trucktr294;2024-07-17 13:30:40
weigh_loaded_trucktr132;2024-07-17 17:32:42
weigh_loaded_trucktr209;2024-07-17 22:47:58
weigh_loaded_trucktr44;2024-07-18 04:43:45
weigh_loaded_trucktr34;2024-07-18 14:40:59
weigh_loaded_trucktr214;2024-07-18 14:42:31
weigh_loaded_trucktr69;2024-07-18 16:24:30
weigh_loaded_trucktr187;2024-07-18 20:06:07
weigh_loaded_trucktr281;2024-07-19 02:18:25
weigh_loaded_trucktr262;2024-07-21 18:18:21
weigh_loaded_trucktr95;2024-07-22 05:00:51
