ocel_id;ocel_time
determine_continuanceSilo36;2024-05-04 09:01:37
determine_continuanceSilo36;2024-05-04 09:16:24
determine_continuanceSilo36;2024-05-04 13:55:39
determine_continuanceSilo13;2024-05-05 19:35:29
determine_continuanceSilo7;2024-05-07 03:11:41
determine_continuanceSilo7;2024-05-07 05:53:43
determine_continuanceSilo7;2024-05-07 06:12:49
determine_continuanceSilo7;2024-05-07 08:07:35
determine_continuanceSilo7;2024-05-07 08:34:30
determine_continuanceSilo46;2024-05-07 19:41:45
determine_continuanceSilo46;2024-05-07 20:35:05
determine_continuanceSilo65;2024-05-09 09:46:13
determine_continuanceSilo65;2024-05-09 09:47:51
determine_continuanceSilo65;2024-05-09 10:05:11
determine_continuanceSilo85;2024-05-12 08:12:16
determine_continuanceSilo85;2024-05-12 08:45:48
determine_continuanceSilo85;2024-05-12 10:21:24
determine_continuanceSilo21;2024-05-13 03:54:42
determine_continuanceSilo21;2024-05-13 06:26:37
determine_continuanceSilo21;2024-05-13 06:35:10
determine_continuanceSilo21;2024-05-13 07:19:48
determine_continuanceSilo21;2024-05-13 08:46:13
determine_continuanceSilo71;2024-05-15 10:37:28
determine_continuanceSilo71;2024-05-15 12:42:05
determine_continuanceSilo71;2024-05-15 14:09:52
determine_continuanceSilo71;2024-05-15 14:24:48
determine_continuanceSilo71;2024-05-15 23:56:27
determine_continuanceSilo10;2024-05-17 09:36:16
determine_continuanceSilo10;2024-05-17 11:23:14
determine_continuanceSilo10;2024-05-17 12:14:45
determine_continuanceSilo10;2024-05-17 23:58:41
determine_continuanceSilo75;2024-05-18 05:26:46
determine_continuanceSilo75;2024-05-18 06:16:14
determine_continuanceSilo32;2024-05-18 06:38:56
determine_continuanceSilo75;2024-05-18 07:57:39
determine_continuanceSilo32;2024-05-18 14:29:49
determine_continuanceSilo75;2024-05-18 15:46:37
determine_continuanceSilo55;2024-05-20 23:19:53
determine_continuanceSilo55;2024-05-21 03:33:58
determine_continuanceSilo55;2024-05-21 16:53:22
determine_continuanceSilo42;2024-05-24 01:05:32
determine_continuanceSilo42;2024-05-24 07:01:22
determine_continuanceSilo74;2024-05-24 08:27:29
determine_continuanceSilo42;2024-05-24 15:31:57
determine_continuanceSilo42;2024-05-24 16:07:44
determine_continuanceSilo42;2024-05-24 23:25:33
determine_continuanceSilo16;2024-05-25 02:55:22
determine_continuanceSilo40;2024-05-25 20:03:56
determine_continuanceSilo40;2024-05-26 04:27:25
determine_continuanceSilo40;2024-05-26 07:15:29
determine_continuanceSilo40;2024-05-26 08:41:55
determine_continuanceSilo40;2024-05-26 09:19:51
determine_continuanceSilo25;2024-05-27 14:13:44
determine_continuanceSilo25;2024-05-27 23:15:45
determine_continuanceSilo25;2024-05-28 00:37:41
determine_continuanceSilo14;2024-05-28 16:50:37
determine_continuanceSilo6;2024-05-29 08:24:33
determine_continuanceSilo14;2024-05-29 08:53:39
determine_continuanceSilo14;2024-05-29 09:00:37
determine_continuanceSilo6;2024-05-29 10:35:31
determine_continuanceSilo6;2024-05-29 11:05:14
determine_continuanceSilo14;2024-05-29 12:09:26
determine_continuanceSilo16;2024-06-01 02:23:28
determine_continuanceSilo16;2024-06-01 07:39:53
determine_continuanceSilo52;2024-06-02 20:22:21
determine_continuanceSilo44;2024-06-02 23:22:22
determine_continuanceSilo44;2024-06-03 00:51:39
determine_continuanceSilo44;2024-06-03 02:12:45
determine_continuanceSilo44;2024-06-03 02:40:14
determine_continuanceSilo71;2024-06-05 07:04:39
determine_continuanceSilo71;2024-06-05 16:25:05
determine_continuanceSilo71;2024-06-05 16:59:44
determine_continuanceSilo71;2024-06-05 17:32:54
determine_continuanceSilo71;2024-06-05 21:59:31
determine_continuanceSilo71;2024-06-05 22:28:13
determine_continuanceSilo44;2024-06-06 06:59:46
determine_continuanceSilo44;2024-06-06 07:00:04
determine_continuanceSilo44;2024-06-06 08:41:53
determine_continuanceSilo54;2024-06-08 17:00:45
determine_continuanceSilo11;2024-06-09 08:26:22
determine_continuanceSilo54;2024-06-09 09:54:41
determine_continuanceSilo11;2024-06-09 14:53:01
determine_continuanceSilo11;2024-06-09 20:00:34
determine_continuanceSilo54;2024-06-09 22:28:29
determine_continuanceSilo11;2024-06-09 23:44:19
determine_continuanceSilo11;2024-06-10 03:02:30
determine_continuanceSilo37;2024-06-10 15:41:19
determine_continuanceSilo37;2024-06-10 19:07:04
determine_continuanceSilo21;2024-06-11 04:30:41
determine_continuanceSilo21;2024-06-11 09:30:23
determine_continuanceSilo15;2024-06-12 08:16:38
determine_continuanceSilo15;2024-06-12 12:46:30
determine_continuanceSilo15;2024-06-12 17:20:59
determine_continuanceSilo16;2024-06-13 10:38:02
determine_continuanceSilo16;2024-06-13 11:27:21
determine_continuanceSilo29;2024-06-16 11:06:30
determine_continuanceSilo12;2024-06-17 13:05:14
determine_continuanceSilo12;2024-06-17 21:26:02
determine_continuanceSilo12;2024-06-18 01:57:27
determine_continuanceSilo71;2024-06-18 04:49:34
determine_continuanceSilo71;2024-06-18 08:06:08
determine_continuanceSilo71;2024-06-18 10:12:44
determine_continuanceSilo71;2024-06-18 14:07:41
determine_continuanceSilo36;2024-06-19 04:56:10
determine_continuanceSilo26;2024-06-19 07:46:20
determine_continuanceSilo36;2024-06-19 12:41:18
determine_continuanceSilo26;2024-06-19 13:41:46
determine_continuanceSilo36;2024-06-19 19:59:47
determine_continuanceSilo37;2024-06-21 20:29:10
determine_continuanceSilo37;2024-06-21 21:08:01
determine_continuanceSilo37;2024-06-22 04:33:45
determine_continuanceSilo37;2024-06-22 21:25:12
determine_continuanceSilo37;2024-06-22 23:37:55
determine_continuanceSilo37;2024-06-23 00:27:01
determine_continuanceSilo7;2024-06-23 06:35:37
determine_continuanceSilo98;2024-06-23 18:12:24
determine_continuanceSilo98;2024-06-23 18:19:01
determine_continuanceSilo63;2024-06-26 04:01:36
determine_continuanceSilo63;2024-06-26 04:30:32
determine_continuanceSilo63;2024-06-26 05:35:08
determine_continuanceSilo71;2024-06-26 17:57:02
determine_continuanceSilo71;2024-06-26 19:49:29
determine_continuanceSilo71;2024-06-26 23:36:44
determine_continuanceSilo71;2024-06-27 03:12:47
determine_continuanceSilo71;2024-06-27 05:30:37
determine_continuanceSilo45;2024-06-28 13:41:11
determine_continuanceSilo45;2024-06-28 23:50:16
determine_continuanceSilo45;2024-06-29 08:32:57
determine_continuanceSilo48;2024-06-30 15:15:41
determine_continuanceSilo48;2024-06-30 16:50:28
determine_continuanceSilo48;2024-06-30 21:27:45
determine_continuanceSilo83;2024-07-01 07:49:03
determine_continuanceSilo83;2024-07-01 20:33:07
determine_continuanceSilo46;2024-07-02 15:20:05
determine_continuanceSilo46;2024-07-02 17:33:52
determine_continuanceSilo46;2024-07-02 20:09:17
determine_continuanceSilo46;2024-07-02 20:17:15
determine_continuanceSilo73;2024-07-04 02:17:33
determine_continuanceSilo63;2024-07-04 05:51:19
determine_continuanceSilo73;2024-07-04 08:03:16
determine_continuanceSilo65;2024-07-04 15:43:17
determine_continuanceSilo65;2024-07-04 17:52:24
determine_continuanceSilo65;2024-07-04 20:02:48
determine_continuanceSilo65;2024-07-04 21:04:40
determine_continuanceSilo8;2024-07-06 20:28:31
determine_continuanceSilo8;2024-07-06 21:39:19
determine_continuanceSilo8;2024-07-09 16:58:11
determine_continuanceSilo8;2024-07-10 02:25:43
determine_continuanceSilo67;2024-07-10 17:05:50
determine_continuanceSilo67;2024-07-10 22:37:53
determine_continuanceSilo67;2024-07-12 01:35:18
determine_continuanceSilo28;2024-07-12 05:07:52
determine_continuanceSilo28;2024-07-12 10:18:13
determine_continuanceSilo28;2024-07-12 10:29:04
determine_continuanceSilo71;2024-07-13 22:17:02
determine_continuanceSilo71;2024-07-14 04:41:08
determine_continuanceSilo71;2024-07-14 06:24:09
determine_continuanceSilo71;2024-07-14 08:35:18
determine_continuanceSilo71;2024-07-14 09:46:44
determine_continuanceSilo71;2024-07-14 09:55:55
determine_continuanceSilo37;2024-07-14 11:30:01
determine_continuanceSilo37;2024-07-14 11:32:42
determine_continuanceSilo87;2024-07-14 11:50:12
determine_continuanceSilo37;2024-07-14 12:45:04
determine_continuanceSilo81;2024-07-15 17:50:25
determine_continuanceSilo79;2024-07-15 18:11:05
determine_continuanceSilo79;2024-07-16 00:31:04
determine_continuanceSilo79;2024-07-16 01:34:18
determine_continuanceSilo79;2024-07-16 02:26:08
determine_continuanceSilo81;2024-07-16 12:01:42
determine_continuanceSilo81;2024-07-16 14:27:16
determine_continuanceSilo47;2024-07-20 00:28:15
determine_continuanceSilo47;2024-07-20 03:08:26
determine_continuanceSilo47;2024-07-20 04:04:07
determine_continuanceSilo47;2024-07-20 04:49:07
determine_continuanceSilo47;2024-07-20 20:20:17
determine_continuanceSilo45;2024-07-22 17:58:00
determine_continuanceSilo45;2024-07-23 00:46:34
determine_continuanceSilo99;2024-07-23 14:06:55
determine_continuanceSilo99;2024-07-23 15:21:14
determine_continuanceSilo77;2024-07-23 16:14:18
determine_continuanceSilo77;2024-07-24 02:33:25
determine_continuanceSilo77;2024-07-25 05:55:43
determine_continuanceSilo13;2024-07-26 09:01:20
determine_continuanceSilo13;2024-07-26 22:25:40
determine_continuanceSilo13;2024-07-27 00:11:20
determine_continuanceSilo55;2024-07-27 05:20:51
determine_continuanceSilo55;2024-07-27 09:55:22
determine_continuanceSilo55;2024-07-27 19:19:08
determine_continuanceSilo45;2024-07-27 21:40:46
determine_continuanceSilo55;2024-07-28 00:31:49
determine_continuanceSilo45;2024-07-28 11:46:18
determine_continuanceSilo73;2024-07-29 04:05:53
determine_continuanceSilo7;2024-07-29 17:09:13
determine_continuanceSilo73;2024-07-29 17:28:21
determine_continuanceSilo73;2024-07-29 19:28:37
determine_continuanceSilo7;2024-07-30 04:08:40
determine_continuanceSilo7;2024-07-31 03:10:19
determine_continuanceSilo61;2024-07-31 16:10:39
determine_continuanceSilo36;2024-08-01 00:39:13
determine_continuanceSilo36;2024-08-01 02:34:33
determine_continuanceSilo36;2024-08-01 09:09:14
determine_continuanceSilo36;2024-08-01 18:40:35
determine_continuanceSilo66;2024-08-03 04:49:43
determine_continuanceSilo31;2024-08-03 06:08:07
determine_continuanceSilo31;2024-08-03 06:46:27
determine_continuanceSilo31;2024-08-03 15:07:08
determine_continuanceSilo35;2024-08-04 05:27:29
determine_continuanceSilo35;2024-08-04 10:59:47
determine_continuanceSilo35;2024-08-04 12:10:23
determine_continuanceSilo7;2024-08-04 14:07:26
determine_continuanceSilo7;2024-08-04 16:01:03
determine_continuanceSilo35;2024-08-04 16:32:27
determine_continuanceSilo7;2024-08-04 20:07:53
determine_continuanceSilo23;2024-08-08 18:02:17
determine_continuanceSilo4;2024-08-08 20:21:35
determine_continuanceSilo23;2024-08-08 20:22:12
determine_continuanceSilo4;2024-08-08 20:31:37
determine_continuanceSilo29;2024-08-09 04:49:28
determine_continuanceSilo29;2024-08-09 08:55:07
determine_continuanceSilo29;2024-08-09 09:13:47
determine_continuanceSilo29;2024-08-09 11:14:21
determine_continuanceSilo47;2024-08-10 19:33:24
determine_continuanceSilo56;2024-08-12 06:58:16
determine_continuanceSilo56;2024-08-12 09:18:53
determine_continuanceSilo56;2024-08-12 13:26:14
determine_continuanceSilo23;2024-08-13 09:51:43
determine_continuanceSilo23;2024-08-13 11:28:01
determine_continuanceSilo3;2024-08-15 02:50:23
determine_continuanceSilo3;2024-08-15 03:11:17
determine_continuanceSilo3;2024-08-15 07:03:37
determine_continuanceSilo53;2024-08-16 01:39:52
determine_continuanceSilo99;2024-08-18 06:19:42
determine_continuanceSilo53;2024-08-19 14:53:14
determine_continuanceSilo97;2024-08-19 20:11:17
determine_continuanceSilo97;2024-08-19 20:59:56
determine_continuanceSilo97;2024-08-19 23:09:26
determine_continuanceSilo97;2024-08-19 23:50:24
determine_continuanceSilo53;2024-08-20 11:58:50
determine_continuanceSilo24;2024-08-21 08:10:12
determine_continuanceSilo24;2024-08-21 14:42:18
determine_continuanceSilo96;2024-08-22 03:33:43
determine_continuanceSilo43;2024-08-22 19:48:05
determine_continuanceSilo43;2024-08-23 04:40:14
determine_continuanceSilo43;2024-08-23 05:10:56
determine_continuanceSilo16;2024-08-23 06:30:29
determine_continuanceSilo16;2024-08-23 06:44:32
determine_continuanceSilo43;2024-08-23 06:50:24
determine_continuanceSilo43;2024-08-23 08:26:53
determine_continuanceSilo16;2024-08-23 11:12:30
determine_continuanceSilo81;2024-08-26 10:25:05
determine_continuanceSilo81;2024-08-26 10:56:49
determine_continuanceSilo24;2024-08-26 21:41:36
determine_continuanceSilo24;2024-08-26 22:49:47
determine_continuanceSilo24;2024-08-26 23:34:18
determine_continuanceSilo24;2024-08-26 23:38:28
determine_continuanceSilo24;2024-08-27 00:47:22
determine_continuanceSilo32;2024-08-29 06:55:54
determine_continuanceSilo32;2024-08-29 07:03:31
determine_continuanceSilo32;2024-08-29 07:09:31
determine_continuanceSilo84;2024-08-31 03:50:21
determine_continuanceSilo84;2024-08-31 05:24:44
determine_continuanceSilo59;2024-08-31 13:34:54
determine_continuanceSilo59;2024-08-31 16:06:08
determine_continuanceSilo59;2024-08-31 16:17:29
determine_continuanceSilo59;2024-08-31 20:26:42
determine_continuanceSilo7;2024-09-01 17:18:00
determine_continuanceSilo7;2024-09-02 00:14:06
determine_continuanceSilo22;2024-09-02 22:07:54
determine_continuanceSilo45;2024-09-05 10:18:14
determine_continuanceSilo45;2024-09-05 13:15:08
determine_continuanceSilo45;2024-09-05 15:14:26
determine_continuanceSilo45;2024-09-05 16:50:26
determine_continuanceSilo91;2024-09-06 09:39:06
determine_continuanceSilo91;2024-09-06 10:09:29
determine_continuanceSilo91;2024-09-06 15:39:50
determine_continuanceSilo91;2024-09-06 17:17:43
determine_continuanceSilo32;2024-09-08 01:10:38
determine_continuanceSilo7;2024-09-08 15:31:22
determine_continuanceSilo7;2024-09-08 20:06:03
determine_continuanceSilo7;2024-09-08 21:48:12
determine_continuanceSilo7;2024-09-09 01:25:08
determine_continuanceSilo7;2024-09-09 02:20:31
determine_continuanceSilo59;2024-09-11 15:38:32
determine_continuanceSilo59;2024-09-11 18:01:41
determine_continuanceSilo59;2024-09-12 00:30:04
determine_continuanceSilo14;2024-09-13 04:48:12
determine_continuanceSilo14;2024-09-13 06:44:56
