ocel_id;ocel_time;ocel_changed_field;RFID No;Pickup Plan ID;Cargo ID;LPT;Axles;Scheduled Pickup Weight;Truck Status;Truck Weight;Is_normal
tr44;2024-03-03 15:00:00;;rfidTYPMEU;;;034MVD;6;0.0;Available;0.0
tr32;2024-03-03 15:00:00;;rfidWCJYKC;;;280QHM;2;0.0;Available;0.0
tr46;2024-03-03 15:00:00;;rfidQJJJPX;;;627HFQ;2;0.0;Available;0.0
tr87;2024-03-03 15:00:00;;rfidMOIZZH;;;343JTQ;4;0.0;Available;0.0
tr74;2024-03-03 15:00:00;;rfidDSMGMR;;;622MSX;2;0.0;Available;0.0
tr52;2024-03-03 15:00:00;;rfidQHKPNQ;;;625UFR;6;0.0;Available;0.0
tr71;2024-03-03 15:00:00;;rfidEEDQZO;;;176TMP;6;0.0;Available;0.0
tr86;2024-03-03 15:00:00;;rfidRJULHQ;;;566PER;4;0.0;Available;0.0
tr69;2024-03-03 15:00:00;;rfidQNHSGI;;;842ZQT;2;0.0;Available;0.0
tr14;2024-03-03 15:00:00;;rfidVEOPEU;;;060JWY;4;0.0;Available;0.0
tr1;2024-03-03 15:00:00;;rfidWHLYXT;;;516RXR;6;0.0;Available;0.0
tr19;2024-03-03 15:00:00;;rfidNYBKKV;;;041UNM;6;0.0;Available;0.0
tr8;2024-03-03 15:00:00;;rfidRPXRZH;;;157LCX;4;0.0;Available;0.0
tr27;2024-03-03 15:00:00;;rfidEYAEZK;;;419YCR;4;0.0;Available;0.0
tr54;2024-03-03 15:00:00;;rfidQMEQPT;;;728KWU;2;0.0;Available;0.0
tr48;2024-03-03 15:00:00;;rfidOXGGMT;;;170DML;2;0.0;Available;0.0
tr34;2024-03-03 15:00:00;;rfidPRBGLX;;;738XRH;6;0.0;Available;0.0
tr43;2024-03-03 15:00:00;;rfidTBJEOK;;;771OGG;4;0.0;Available;0.0
tr42;2024-03-03 15:00:00;;rfidKKKARS;;;322GGS;6;0.0;Available;0.0
tr98;2024-03-03 15:00:00;;rfidESNEYC;;;218IVR;6;0.0;Available;0.0
tr9;2024-03-03 15:00:00;;rfidVSKCFX;;;636TWE;4;0.0;Available;0.0
tr57;2024-03-03 15:00:00;;rfidZJJDWK;;;110JHX;4;0.0;Available;0.0
tr17;2024-03-03 15:00:00;;rfidLFUPHY;;;693VMO;6;0.0;Available;0.0
tr24;2024-03-03 15:00:00;;rfidBYOVGF;;;731QSN;6;0.0;Available;0.0
tr51;2024-03-03 15:00:00;;rfidAYUFPZ;;;622JDN;6;0.0;Available;0.0
tr64;2024-03-03 15:00:00;;rfidJPGTEP;;;716XCO;6;0.0;Available;0.0
tr30;2024-03-03 15:00:00;;rfidMHVORV;;;528MQM;6;0.0;Available;0.0
tr21;2024-03-03 15:00:00;;rfidMHLOGG;;;681JLZ;6;0.0;Available;0.0
tr53;2024-03-03 15:00:00;;rfidJYDKFA;;;068JIT;2;0.0;Available;0.0
tr7;2024-03-03 15:00:00;;rfidBSWTEL;;;704VGQ;6;0.0;Available;0.0
tr80;2024-03-03 15:00:00;;rfidYSEYWA;;;646DIX;6;0.0;Available;0.0
tr25;2024-03-03 15:00:00;;rfidWGMRTR;;;189TZF;4;0.0;Available;0.0
tr15;2024-03-03 15:00:00;;rfidSLGTAY;;;512JWR;6;0.0;Available;0.0
tr68;2024-03-03 15:00:00;;rfidMCXAKS;;;244NHW;4;0.0;Available;0.0
tr6;2024-03-03 15:00:00;;rfidUFMPBQ;;;833CAW;4;0.0;Available;0.0
tr97;2024-03-03 15:00:00;;rfidJQPXUQ;;;805NKM;4;0.0;Available;0.0
tr100;2024-03-03 15:00:00;;rfidPDLBJF;;;611PEL;4;0.0;Available;0.0
tr65;2024-03-03 15:00:00;;rfidAVUJRX;;;823MWT;2;0.0;Available;0.0
tr81;2024-03-03 15:00:00;;rfidSMPEYG;;;623SUU;2;0.0;Available;0.0
tr22;2024-03-03 15:00:00;;rfidQRXPSF;;;271TYM;2;0.0;Available;0.0
